sequential_id|rdes|shift|route_type|id|des|sch|time|mean|diff|n|std
0011|OTILIO|Entrada|N|1|CALLE 23 Y CALLE 16|H3|19:55|||0|
0011|OTILIO|Entrada|N|1|CALLE 23 Y CALLE 16|H4|20:25|||0|
0011|OTILIO|Entrada|N|2|MARMOL Y EMILIANO ZAPATA|H1|04:27|04:32|-5|1|0
0011|OTILIO|Entrada|N|2|MARMOL Y EMILIANO ZAPATA|H2|16:27|16:34|-7|1|0
0011|OTILIO|Entrada|N|2|MARMOL Y EMILIANO ZAPATA|H3|19:57|||0|
0011|OTILIO|Entrada|N|2|MARMOL Y EMILIANO ZAPATA|H4|20:27|||0|
0011|OTILIO|Entrada|N|3|LIBERTAD Y OTILIO|H1|04:31|04:36|-5|1|0
0011|OTILIO|Entrada|N|3|LIBERTAD Y OTILIO|H2|16:31|16:38|-7|1|0
0011|OTILIO|Entrada|N|3|LIBERTAD Y OTILIO|H3|20:01|||0|
0011|OTILIO|Entrada|N|3|LIBERTAD Y OTILIO|H4|20:31|||0|
0011|OTILIO|Entrada|N|4|ONCEAVA Y ESCUADRON DE LA AVIACION|H1|04:42|04:43|-1|1|0
0011|OTILIO|Entrada|N|4|ONCEAVA Y ESCUADRON DE LA AVIACION|H2|16:42|16:45|-3|1|0
0011|OTILIO|Entrada|N|4|ONCEAVA Y ESCUADRON DE LA AVIACION|H3|20:12|||0|
0011|OTILIO|Entrada|N|4|ONCEAVA Y ESCUADRON DE LA AVIACION|H4|20:42|||0|
0011|OTILIO|Entrada|N|5|BLVD JUAREZ Y MIGUEL HIDALGO|H1|04:52|04:54|-2|1|0
0011|OTILIO|Entrada|N|5|BLVD JUAREZ Y MIGUEL HIDALGO|H2|16:52|16:55|-3|1|0
0011|OTILIO|Entrada|N|5|BLVD JUAREZ Y MIGUEL HIDALGO|H3|20:22|||0|
0011|OTILIO|Entrada|N|5|BLVD JUAREZ Y MIGUEL HIDALGO|H4|20:52|||0|
0011|OTILIO|Entrada|N|6|IGNACIO ALLENDE Y CALLE 13|H1|04:58|04:58|0|1|0
0011|OTILIO|Entrada|N|6|IGNACIO ALLENDE Y CALLE 13|H2|16:58|16:59|-1|1|0
0011|OTILIO|Entrada|N|6|IGNACIO ALLENDE Y CALLE 13|H3|20:28|||0|
0011|OTILIO|Entrada|N|6|IGNACIO ALLENDE Y CALLE 13|H4|20:58|||0|
0011|OTILIO|Entrada|N|7|LOMAS DE LOURDES Y LUIS PASTEUR|H1|05:06|05:06|0|1|0
0011|OTILIO|Entrada|N|7|LOMAS DE LOURDES Y LUIS PASTEUR|H2|17:06|17:06|0|1|0
0011|OTILIO|Entrada|N|7|LOMAS DE LOURDES Y LUIS PASTEUR|H3|20:36|||0|
0011|OTILIO|Entrada|N|7|LOMAS DE LOURDES Y LUIS PASTEUR|H4|21:06|||0|
0011|OTILIO|Entrada|N|8|CARR. SALTILLO-ZACATECAS|H1|05:15|05:17|-2|1|0
0011|OTILIO|Entrada|N|8|CARR. SALTILLO-ZACATECAS|H2|17:15|17:20|-5|1|0
0011|OTILIO|Entrada|N|8|CARR. SALTILLO-ZACATECAS|H3|20:45|||0|
0011|OTILIO|Entrada|N|8|CARR. SALTILLO-ZACATECAS|H4|21:15|||0|
0011|OTILIO|Entrada|N|9|METALSA|H1|05:50|05:39|11|1|0
0011|OTILIO|Entrada|N|9|METALSA|H2|17:50|17:35|15|1|0
0011|OTILIO|Entrada|N|9|METALSA|H3|21:20|||0|
0011|OTILIO|Entrada|N|9|METALSA|H4|21:50|||0|
0126|OTILIO|Salida|N|1|METALSA|H1|06:15|||0|
0126|OTILIO|Salida|N|1|METALSA|H2|15:30|||0|
0126|OTILIO|Salida|N|1|METALSA|H3|18:15|||0|
0126|OTILIO|Salida|N|2|CARR. SALTILLO-ZACATECAS|H1|06:50|||0|
0126|OTILIO|Salida|N|2|CARR. SALTILLO-ZACATECAS|H2|16:05|||0|
0126|OTILIO|Salida|N|2|CARR. SALTILLO-ZACATECAS|H3|18:50|||0|
0126|OTILIO|Salida|N|3|LOMAS DE LOURDES Y LUIS PASTEUR|H1|06:59|||0|
0126|OTILIO|Salida|N|3|LOMAS DE LOURDES Y LUIS PASTEUR|H2|16:14|||0|
0126|OTILIO|Salida|N|3|LOMAS DE LOURDES Y LUIS PASTEUR|H3|18:59|||0|
0126|OTILIO|Salida|N|4|IGNACIO ALLENDE Y CALLE 13|H1|07:07|||0|
0126|OTILIO|Salida|N|4|IGNACIO ALLENDE Y CALLE 13|H2|16:22|||0|
0126|OTILIO|Salida|N|4|IGNACIO ALLENDE Y CALLE 13|H3|19:07|||0|
0126|OTILIO|Salida|N|5|BLVD JUAREZ Y MIGUEL HIDALGO|H1|07:13|||0|
0126|OTILIO|Salida|N|5|BLVD JUAREZ Y MIGUEL HIDALGO|H2|16:28|||0|
0126|OTILIO|Salida|N|5|BLVD JUAREZ Y MIGUEL HIDALGO|H3|19:13|||0|
0126|OTILIO|Salida|N|6|ONCEAVA Y ESCUADRON DE LA AVIACION|H1|07:23|||0|
0126|OTILIO|Salida|N|6|ONCEAVA Y ESCUADRON DE LA AVIACION|H2|16:38|||0|
0126|OTILIO|Salida|N|6|ONCEAVA Y ESCUADRON DE LA AVIACION|H3|19:23|||0|
0126|OTILIO|Salida|N|7|LIBERTAD Y OTILIO|H1|07:34|||0|
0126|OTILIO|Salida|N|7|LIBERTAD Y OTILIO|H2|16:49|||0|
0126|OTILIO|Salida|N|7|LIBERTAD Y OTILIO|H3|19:34|||0|
0126|OTILIO|Salida|N|8|MARMOL Y EMILIANO ZAPATA|H1|07:38|||0|
0126|OTILIO|Salida|N|8|MARMOL Y EMILIANO ZAPATA|H2|16:53|||0|
0126|OTILIO|Salida|N|8|MARMOL Y EMILIANO ZAPATA|H3|19:38|||0|
0126|OTILIO|Salida|N|9|CALLE 23 Y CALLE 16|H1|07:40|||0|
0126|OTILIO|Salida|N|9|CALLE 23 Y CALLE 16|H2|16:55|||0|
0126|OTILIO|Salida|N|9|CALLE 23 Y CALLE 16|H3|19:40|||0|
0146|PARRAS CASETA|Entrada|A|1|RAMOS ARIZPE (PLAZA DEL RELOJ)|H1|18:30|||0|
0146|PARRAS CASETA|Entrada|A|1|RAMOS ARIZPE (PLAZA DEL RELOJ)|H2|03:00|||0|
0146|PARRAS CASETA|Entrada|A|1|RAMOS ARIZPE (PLAZA DEL RELOJ)|H3|15:00|||0|
0146|PARRAS CASETA|Entrada|A|1|RAMOS ARIZPE (PLAZA DEL RELOJ)|H4|19:00|||0|
0146|PARRAS CASETA|Entrada|A|2|HEROICO COLEGIO MILITAR Y MELCHOR OCAMPO (ALAMEDA)|H1|18:32|||0|
0146|PARRAS CASETA|Entrada|A|2|HEROICO COLEGIO MILITAR Y MELCHOR OCAMPO (ALAMEDA)|H2|03:02|||0|
0146|PARRAS CASETA|Entrada|A|2|HEROICO COLEGIO MILITAR Y MELCHOR OCAMPO (ALAMEDA)|H3|15:02|||0|
0146|PARRAS CASETA|Entrada|A|2|HEROICO COLEGIO MILITAR Y MELCHOR OCAMPO (ALAMEDA)|H4|19:02|||0|
0146|PARRAS CASETA|Entrada|A|3|FALCON Y FCO SARABIA (TORTILLERIA 4 CAMINO)|H1|18:40|||0|
0146|PARRAS CASETA|Entrada|A|3|FALCON Y FCO SARABIA (TORTILLERIA 4 CAMINO)|H2|03:10|||0|
0146|PARRAS CASETA|Entrada|A|3|FALCON Y FCO SARABIA (TORTILLERIA 4 CAMINO)|H3|15:10|||0|
0146|PARRAS CASETA|Entrada|A|3|FALCON Y FCO SARABIA (TORTILLERIA 4 CAMINO)|H4|19:10|||0|
0146|PARRAS CASETA|Entrada|A|4|OSCAR FLORES TAPIA y JAVIER MINA|H1|18:45|||0|
0146|PARRAS CASETA|Entrada|A|4|OSCAR FLORES TAPIA y JAVIER MINA|H2|03:15|||0|
0146|PARRAS CASETA|Entrada|A|4|OSCAR FLORES TAPIA y JAVIER MINA|H3|15:15|||0|
0146|PARRAS CASETA|Entrada|A|4|OSCAR FLORES TAPIA y JAVIER MINA|H4|19:15|||0|
0146|PARRAS CASETA|Entrada|A|5|CALZADA DEL MARQUEZ (OXXO GAS)|H1|18:50|||0|
0146|PARRAS CASETA|Entrada|A|5|CALZADA DEL MARQUEZ (OXXO GAS)|H2|03:20|||0|
0146|PARRAS CASETA|Entrada|A|5|CALZADA DEL MARQUEZ (OXXO GAS)|H3|15:20|||0|
0146|PARRAS CASETA|Entrada|A|5|CALZADA DEL MARQUEZ (OXXO GAS)|H4|19:20|||0|
0146|PARRAS CASETA|Entrada|A|6|16 DE SEPTIEMBRE (FABRICA DICKIES)|H1|18:57|||0|
0146|PARRAS CASETA|Entrada|A|6|16 DE SEPTIEMBRE (FABRICA DICKIES)|H2|03:27|||0|
0146|PARRAS CASETA|Entrada|A|6|16 DE SEPTIEMBRE (FABRICA DICKIES)|H3|15:27|||0|
0146|PARRAS CASETA|Entrada|A|6|16 DE SEPTIEMBRE (FABRICA DICKIES)|H4|19:27|||0|
0146|PARRAS CASETA|Entrada|A|7|EJIDO 28 AGOSTO|H1|19:25|||0|
0146|PARRAS CASETA|Entrada|A|7|EJIDO 28 AGOSTO|H2|03:55|||0|
0146|PARRAS CASETA|Entrada|A|7|EJIDO 28 AGOSTO|H3|15:55|||0|
0146|PARRAS CASETA|Entrada|A|7|EJIDO 28 AGOSTO|H4|19:55|||0|
0146|PARRAS CASETA|Entrada|A|8|KM 42|H1|19:45|||0|
0146|PARRAS CASETA|Entrada|A|8|KM 42|H2|04:15|||0|
0146|PARRAS CASETA|Entrada|A|8|KM 42|H3|16:15|||0|
0146|PARRAS CASETA|Entrada|A|8|KM 42|H4|20:15|||0|
0146|PARRAS CASETA|Entrada|A|9|EJIDO JALPA|H1|19:50|||0|
0146|PARRAS CASETA|Entrada|A|9|EJIDO JALPA|H2|04:20|||0|
0146|PARRAS CASETA|Entrada|A|9|EJIDO JALPA|H3|16:20|||0|
0146|PARRAS CASETA|Entrada|A|9|EJIDO JALPA|H4|20:20|||0|
0146|PARRAS CASETA|Entrada|A|10|METALSA|H1|21:20|||0|
0146|PARRAS CASETA|Entrada|A|10|METALSA|H2|05:50|||0|
0146|PARRAS CASETA|Entrada|A|10|METALSA|H3|17:50|||0|
0146|PARRAS CASETA|Entrada|A|10|METALSA|H4|21:50|||0|
0039|PARRAS CASETA|Salida|N|1|METALSA|H1|15:30|||0|
0039|PARRAS CASETA|Salida|N|1|METALSA|H2|06:15|||0|
0039|PARRAS CASETA|Salida|N|1|METALSA|H3|18:15|||0|
0039|PARRAS CASETA|Salida|N|2|EJIDO PAILA|H1|15:45|||0|
0039|PARRAS CASETA|Salida|N|2|EJIDO PAILA|H2|06:30|||0|
0039|PARRAS CASETA|Salida|N|2|EJIDO PAILA|H3|18:30|||0|
0039|PARRAS CASETA|Salida|N|3|KM 42|H1|15:50|||0|
0039|PARRAS CASETA|Salida|N|3|KM 42|H2|06:35|||0|
0039|PARRAS CASETA|Salida|N|3|KM 42|H3|18:35|||0|
0039|PARRAS CASETA|Salida|N|4|EJIDO 28 AGOSTO|H1|17:10|||0|
0039|PARRAS CASETA|Salida|N|4|EJIDO 28 AGOSTO|H2|07:55|||0|
0039|PARRAS CASETA|Salida|N|4|EJIDO 28 AGOSTO|H3|19:55|||0|
0039|PARRAS CASETA|Salida|N|5|16 DE SEPTIEMBRE (FABRICA DICKIES)|H1|17:45|||0|
0039|PARRAS CASETA|Salida|N|5|16 DE SEPTIEMBRE (FABRICA DICKIES)|H2|08:30|||0|
0039|PARRAS CASETA|Salida|N|5|16 DE SEPTIEMBRE (FABRICA DICKIES)|H3|20:30|||0|
0039|PARRAS CASETA|Salida|N|6|CALZADA DEL MARQUEZ (OXXO GAS)|H1|17:55|||0|
0039|PARRAS CASETA|Salida|N|6|CALZADA DEL MARQUEZ (OXXO GAS)|H2|08:40|09:01|-21|1|0
0039|PARRAS CASETA|Salida|N|6|CALZADA DEL MARQUEZ (OXXO GAS)|H3|20:40|||0|
0039|PARRAS CASETA|Salida|N|7|OSCAR FLORES TAPIA y JAVIER MINA|H1|18:00|||0|
0039|PARRAS CASETA|Salida|N|7|OSCAR FLORES TAPIA y JAVIER MINA|H2|08:45|08:59|-14|1|0
0039|PARRAS CASETA|Salida|N|7|OSCAR FLORES TAPIA y JAVIER MINA|H3|20:45|||0|
0039|PARRAS CASETA|Salida|N|8|FALCON Y FCO SARABIA (TORTILLERIA 4 CAMINO)|H1|18:05|||0|
0039|PARRAS CASETA|Salida|N|8|FALCON Y FCO SARABIA (TORTILLERIA 4 CAMINO)|H2|08:50|08:56|-6|1|0
0039|PARRAS CASETA|Salida|N|8|FALCON Y FCO SARABIA (TORTILLERIA 4 CAMINO)|H3|20:50|||0|
0039|PARRAS CASETA|Salida|N|9|HEROICO COLEGIO MILITAR Y MELCHOR OCAMPO (ALAMEDA)|H1|18:18|||0|
0039|PARRAS CASETA|Salida|N|9|HEROICO COLEGIO MILITAR Y MELCHOR OCAMPO (ALAMEDA)|H2|09:03|||0|
0039|PARRAS CASETA|Salida|N|9|HEROICO COLEGIO MILITAR Y MELCHOR OCAMPO (ALAMEDA)|H3|21:03|20:58|5|1|0
0039|PARRAS CASETA|Salida|N|10|RAMOS ARIZPE (PLAZA DEL RELOJ)|H1|18:20|||0|
0039|PARRAS CASETA|Salida|N|10|RAMOS ARIZPE (PLAZA DEL RELOJ)|H2|09:05|||0|
0039|PARRAS CASETA|Salida|N|10|RAMOS ARIZPE (PLAZA DEL RELOJ)|H3|21:05|21:01|4|1|0
0147|PARRAS LIBRE|Entrada|A|1|TACUBATA Y FRANCISCO I MADERO|H1|18:30|||0|
0147|PARRAS LIBRE|Entrada|A|1|TACUBATA Y FRANCISCO I MADERO|H2|03:00|||0|
0147|PARRAS LIBRE|Entrada|A|1|TACUBATA Y FRANCISCO I MADERO|H3|03:00|||0|
0147|PARRAS LIBRE|Entrada|A|1|TACUBATA Y FRANCISCO I MADERO|H4|15:00|||0|
0147|PARRAS LIBRE|Entrada|A|1|TACUBATA Y FRANCISCO I MADERO|H5|15:00||||
0147|PARRAS LIBRE|Entrada|A|1|TACUBATA Y FRANCISCO I MADERO|H6|19:05||||
0147|PARRAS LIBRE|Entrada|A|2|SANTA CATARINA Y VIESCA|H1|18:36|||0|
0147|PARRAS LIBRE|Entrada|A|2|SANTA CATARINA Y VIESCA|H2|03:06|||0|
0147|PARRAS LIBRE|Entrada|A|2|SANTA CATARINA Y VIESCA|H3|03:06|||0|
0147|PARRAS LIBRE|Entrada|A|2|SANTA CATARINA Y VIESCA|H4|15:06|||0|
0147|PARRAS LIBRE|Entrada|A|2|SANTA CATARINA Y VIESCA|H5|15:06||||
0147|PARRAS LIBRE|Entrada|A|2|SANTA CATARINA Y VIESCA|H6|19:09||||
0147|PARRAS LIBRE|Entrada|A|3|MANUEL ZAVALA Y MAR DE GALILEA|H1|18:50|||0|
0147|PARRAS LIBRE|Entrada|A|3|MANUEL ZAVALA Y MAR DE GALILEA|H2|03:20|||0|
0147|PARRAS LIBRE|Entrada|A|3|MANUEL ZAVALA Y MAR DE GALILEA|H3|03:20|||0|
0147|PARRAS LIBRE|Entrada|A|3|MANUEL ZAVALA Y MAR DE GALILEA|H4|15:20|||0|
0147|PARRAS LIBRE|Entrada|A|3|MANUEL ZAVALA Y MAR DE GALILEA|H5|15:20||||
0147|PARRAS LIBRE|Entrada|A|3|MANUEL ZAVALA Y MAR DE GALILEA|H6|19:11||||
0147|PARRAS LIBRE|Entrada|A|4|GENERAL CEPEDA Y RAMOS ARIZPE|H1|18:55|||0|
0147|PARRAS LIBRE|Entrada|A|4|GENERAL CEPEDA Y RAMOS ARIZPE|H2|03:25|||0|
0147|PARRAS LIBRE|Entrada|A|4|GENERAL CEPEDA Y RAMOS ARIZPE|H3|03:25|||0|
0147|PARRAS LIBRE|Entrada|A|4|GENERAL CEPEDA Y RAMOS ARIZPE|H4|15:25|||0|
0147|PARRAS LIBRE|Entrada|A|4|GENERAL CEPEDA Y RAMOS ARIZPE|H5|15:25||||
0147|PARRAS LIBRE|Entrada|A|4|GENERAL CEPEDA Y RAMOS ARIZPE|H6|19:14||||
0147|PARRAS LIBRE|Entrada|A|5|GENERAL CEPEDA Y COLIMA|H1|19:03|||0|
0147|PARRAS LIBRE|Entrada|A|5|GENERAL CEPEDA Y COLIMA|H2|03:33|||0|
0147|PARRAS LIBRE|Entrada|A|5|GENERAL CEPEDA Y COLIMA|H3|03:33|||0|
0147|PARRAS LIBRE|Entrada|A|5|GENERAL CEPEDA Y COLIMA|H4|15:33|||0|
0147|PARRAS LIBRE|Entrada|A|5|GENERAL CEPEDA Y COLIMA|H5|15:33||||
0147|PARRAS LIBRE|Entrada|A|5|GENERAL CEPEDA Y COLIMA|H6|19:15||||
0147|PARRAS LIBRE|Entrada|A|6|CAMINO GRAL. CEPEDA Y EJIDO PARRAS|H1|19:05|||0|
0147|PARRAS LIBRE|Entrada|A|6|CAMINO GRAL. CEPEDA Y EJIDO PARRAS|H2|03:35|||0|
0147|PARRAS LIBRE|Entrada|A|6|CAMINO GRAL. CEPEDA Y EJIDO PARRAS|H3|03:35|||0|
0147|PARRAS LIBRE|Entrada|A|6|CAMINO GRAL. CEPEDA Y EJIDO PARRAS|H4|15:35|||0|
0147|PARRAS LIBRE|Entrada|A|6|CAMINO GRAL. CEPEDA Y EJIDO PARRAS|H5|15:35||||
0147|PARRAS LIBRE|Entrada|A|6|CAMINO GRAL. CEPEDA Y EJIDO PARRAS|H6|19:17||||
0147|PARRAS LIBRE|Entrada|A|7|METALSA|H1|21:20|||0|
0147|PARRAS LIBRE|Entrada|A|7|METALSA|H2|05:50|||0|
0147|PARRAS LIBRE|Entrada|A|7|METALSA|H3|05:50|||0|
0147|PARRAS LIBRE|Entrada|A|7|METALSA|H4|17:50|||0|
0147|PARRAS LIBRE|Entrada|A|7|METALSA|H5|17:50||||
0147|PARRAS LIBRE|Entrada|A|7|METALSA|H6|21:50||||
0040|PARRAS LIBRE|Salida|N|1|METALSA|H1|15:30|||0|
0040|PARRAS LIBRE|Salida|N|1|METALSA|H2|06:15|00:06|369|1|0
0040|PARRAS LIBRE|Salida|N|1|METALSA|H3|06:15|00:18|357|1|0
0040|PARRAS LIBRE|Salida|N|1|METALSA|H4|18:15|00:18|357||0
0040|PARRAS LIBRE|Salida|N|1|METALSA|H5|18:15|00:18|357||0
0040|PARRAS LIBRE|Salida|N|2|CAMINO GRAL. CEPEDA Y EJIDO PARRAS|H1|17:45|||0|
0040|PARRAS LIBRE|Salida|N|2|CAMINO GRAL. CEPEDA Y EJIDO PARRAS|H2|08:30|00:09|501|1|0
0040|PARRAS LIBRE|Salida|N|2|CAMINO GRAL. CEPEDA Y EJIDO PARRAS|H3|08:30|00:20|490|1|0
0040|PARRAS LIBRE|Salida|N|2|CAMINO GRAL. CEPEDA Y EJIDO PARRAS|H4|20:30|00:20|490||0
0040|PARRAS LIBRE|Salida|N|2|CAMINO GRAL. CEPEDA Y EJIDO PARRAS|H5|20:30|00:20|490||0
0040|PARRAS LIBRE|Salida|N|3|GENERAL CEPEDA Y COLIMA|H1|17:47|||0|
0040|PARRAS LIBRE|Salida|N|3|GENERAL CEPEDA Y COLIMA|H2|08:32|||0|
0040|PARRAS LIBRE|Salida|N|3|GENERAL CEPEDA Y COLIMA|H3|08:32|00:20|492|1|0
0040|PARRAS LIBRE|Salida|N|3|GENERAL CEPEDA Y COLIMA|H4|20:32|00:20|492||0
0040|PARRAS LIBRE|Salida|N|3|GENERAL CEPEDA Y COLIMA|H5|20:32|00:20|492||0
0040|PARRAS LIBRE|Salida|N|4|GENERAL CEPEDA Y RAMOS ARIZPE|H1|17:55|||0|
0040|PARRAS LIBRE|Salida|N|4|GENERAL CEPEDA Y RAMOS ARIZPE|H2|08:40|||0|
0040|PARRAS LIBRE|Salida|N|4|GENERAL CEPEDA Y RAMOS ARIZPE|H3|08:40|00:20|500|1|0
0040|PARRAS LIBRE|Salida|N|4|GENERAL CEPEDA Y RAMOS ARIZPE|H4|20:40|00:20|500||0
0040|PARRAS LIBRE|Salida|N|4|GENERAL CEPEDA Y RAMOS ARIZPE|H5|20:40|00:20|500||0
0040|PARRAS LIBRE|Salida|N|5|MANUEL ZAVALA Y MAR DE GALILEA|H1|18:00|||0|
0040|PARRAS LIBRE|Salida|N|5|MANUEL ZAVALA Y MAR DE GALILEA|H2|08:45|||0|
0040|PARRAS LIBRE|Salida|N|5|MANUEL ZAVALA Y MAR DE GALILEA|H3|08:45|00:20|505|1|0
0040|PARRAS LIBRE|Salida|N|5|MANUEL ZAVALA Y MAR DE GALILEA|H4|20:45|00:20|505||0
0040|PARRAS LIBRE|Salida|N|5|MANUEL ZAVALA Y MAR DE GALILEA|H5|20:45|00:20|505||0
0040|PARRAS LIBRE|Salida|N|6|SANTA CATARINA Y VIESCA|H1|18:14|||0|
0040|PARRAS LIBRE|Salida|N|6|SANTA CATARINA Y VIESCA|H2|08:59|||0|
0040|PARRAS LIBRE|Salida|N|6|SANTA CATARINA Y VIESCA|H3|08:59|00:20|519|1|0
0040|PARRAS LIBRE|Salida|N|6|SANTA CATARINA Y VIESCA|H4|20:59|00:20|519||0
0040|PARRAS LIBRE|Salida|N|6|SANTA CATARINA Y VIESCA|H5|20:59|00:20|519||0
0040|PARRAS LIBRE|Salida|N|7|TACUBATA Y FRANCISCO I MADERO|H1|18:20|||0|
0040|PARRAS LIBRE|Salida|N|7|TACUBATA Y FRANCISCO I MADERO|H2|09:05|||0|
0040|PARRAS LIBRE|Salida|N|7|TACUBATA Y FRANCISCO I MADERO|H3|09:05|00:20|525|1|0
0040|PARRAS LIBRE|Salida|N|7|TACUBATA Y FRANCISCO I MADERO|H4|21:05|00:20|525||0
0040|PARRAS LIBRE|Salida|N|7|TACUBATA Y FRANCISCO I MADERO|H5|21:05|00:20|525||0
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|1|PORVENIR|H1|03:45|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|1|PORVENIR|H2|15:45|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|1|PORVENIR|H3|19:15|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|1|PORVENIR|H4|19:45|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|2|GUELATAO|H1|03:50|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|2|GUELATAO|H2|15:50|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|2|GUELATAO|H3|19:20|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|2|GUELATAO|H4|19:50|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|3|BLVD, DIANA LAURA|H1|04:06|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|3|BLVD, DIANA LAURA|H2|16:06|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|3|BLVD, DIANA LAURA|H3|19:36|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|3|BLVD, DIANA LAURA|H4|20:06|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|4|MARIANO MATAMOROS|H1|04:09|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|4|MARIANO MATAMOROS|H2|16:09|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|4|MARIANO MATAMOROS|H3|19:39|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|4|MARIANO MATAMOROS|H4|20:09|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|5|LOS PRESIDENTES|H1|04:11|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|5|LOS PRESIDENTES|H2|16:11|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|5|LOS PRESIDENTES|H3|19:41|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|5|LOS PRESIDENTES|H4|20:11|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|6|MIGUEL HIDALGO|H1|04:16|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|6|MIGUEL HIDALGO|H2|16:16|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|6|MIGUEL HIDALGO|H3|19:46|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|6|MIGUEL HIDALGO|H4|20:16|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|7|BENITO JUAREZ|H1|04:19|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|7|BENITO JUAREZ|H2|16:19|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|7|BENITO JUAREZ|H3|19:49|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|7|BENITO JUAREZ|H4|20:19|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|8|SAN JOSE|H1|04:50|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|8|SAN JOSE|H2|16:50|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|8|SAN JOSE|H3|20:20|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|8|SAN JOSE|H4|20:50|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|9|RANCHO NUEVO|H1|05:00|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|9|RANCHO NUEVO|H2|17:00|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|9|RANCHO NUEVO|H3|20:30|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|9|RANCHO NUEVO|H4|21:00|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|10|SANTA TERESA|H1|05:06|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|10|SANTA TERESA|H2|17:06|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|10|SANTA TERESA|H3|20:36|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|10|SANTA TERESA|H4|21:06|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|11|CHAPULA|H1|05:15|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|11|CHAPULA|H2|17:15|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|11|CHAPULA|H3|20:45|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|11|CHAPULA|H4|21:15|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|12|DERRAMADERO|H1|05:20|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|12|DERRAMADERO|H2|17:20|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|12|DERRAMADERO|H3|20:50|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|12|DERRAMADERO|H4|21:20|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|13|SAN JUAN DE LA VAQUERIA|H1|05:28|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|13|SAN JUAN DE LA VAQUERIA|H2|17:28|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|13|SAN JUAN DE LA VAQUERIA|H3|20:58|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|13|SAN JUAN DE LA VAQUERIA|H4|21:28|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|14|METALSA|H1|05:50|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|14|METALSA|H2|17:50|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|14|METALSA|H3|21:20|||0|
0148|PORVENIR - GENERAL CEPEDA|Entrada|A|14|METALSA|H4|21:50|||0|
